Route_Number,Reason,Boro,Boro Code,Bus_Company_Name,How_Long_Delayed,Number_Of_Students_On_The_Bus,Breakdown_or_Running_Late
K011,Mechanical Problem,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,13,Running Late
X119,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),30.00,12,Running Late
Q016,Other,Queens,QS,L & M BUS CORP. (B2192),20.00,19,Running Late
X2139,Other,Brooklyn,BR,PIONEER TRANSPORTATION CO,16.00,30,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,18,Running Late
4,Other,Brooklyn,BR,"G.V.C., LTD.",5.00,12,Running Late
2,Other,Brooklyn,BR,"G.V.C., LTD.",10.00,12,Running Late
Q419,Heavy Traffic,Queens,QS,SAFE COACH INC. (B2321),0.00,12,Running Late
X131,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),30.00,12,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,15,Running Late
Q158,Heavy Traffic,Queens,QS,"RELIANT TRANS, INC. (B232",20.00,11,Running Late
K290,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,19,Running Late
M1124,Heavy Traffic,Manhattan,MA,SNT BUS INC,15.00,12,Running Late
Y973,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC. (B",7.00,20,Running Late
X2241,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,8.00,22,Running Late
K580,Heavy Traffic,Brooklyn,BR,"RELIANT TRANS, INC. (B232",15.00,14,Running Late
M1005,Heavy Traffic,Manhattan,MA,SNT BUS INC,20.00,15,Running Late
7,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,18,Running Late
K010,Late return from Field Trip,Brooklyn,BR,ALLIED TRANSIT CORP.,30.00,25,Running Late
X109,Late return from Field Trip,Brooklyn,BR,VAN TRANS LLC (B2192),30.00,13,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,14,Running Late
Q116,Other,Queens,QS,L & M BUS CORP. (B2192),30.00,18,Running Late
K133,Heavy Traffic,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,21,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",0.00,17,Running Late
8,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,18,Running Late
K111,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",10.00,14,Running Late
X2256,Heavy Traffic,Staten Island,STI,PIONEER TRANSPORTATION CO,9.00,15,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,15,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,17,Running Late
K168,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2321)",10.00,14,Running Late
Q2948,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,20.00,21,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,18,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
7,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,16,Running Late
7,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,12,Running Late
K191,Other,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,18,Running Late
B0506A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,15.00,19,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,16,Running Late
Q9489,Late return from Field Trip,Queens,QS,BOBBY`S BUS CO. INC.,1.00,50,Running Late
Q9725,Late return from Field Trip,Queens,QS,"GRANDPA`S BUS CO., INC.",1.00,50,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,21,Running Late
K191,Other,Brooklyn,BR,L & M BUS CORP. (B2192),30.00,18,Running Late
K133,Problem Run,Brooklyn,BR,L & M BUS CORP. (B2192),25.00,21,Running Late
K290,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,12,Running Late
NYD6,Other,Queens,QS,ALINA SERVICES CORP.,15.00,12,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,16,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,18,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,14,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",25.00,11,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,18,Running Late
K168,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,11,Running Late
K294,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,11,Running Late
Q3065,Other,Queens,QS,PIONEER TRANSPORTATION CO,15.00,28,Running Late
K253,Late return from Field Trip,Brooklyn,BR,ALLIED TRANSIT CORP.,30.00,33,Running Late
Q9313,Late return from Field Trip,Queens,QS,"GRANDPA`S BUS CO., INC.",1.00,50,Running Late
Q9004,Late return from Field Trip,Queens,QS,PIONEER TRANSPORTATION CO,20.00,25,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,19,Running Late
K1428,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,13,Running Late
X2191,Heavy Traffic,Brooklyn,BR,"GRANDPA`S BUS CO., INC.",15.00,13,Running Late
Q116,Heavy Traffic,Queens,QS,L & M BUS CORP. (B2192),20.00,15,Running Late
X055,Other,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,13,Running Late
K133,Problem Run,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,21,Running Late
K168,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,11,Running Late
K290,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,11,Running Late
X522,Other,Brooklyn,BR,LITTLE LISA BUS CO. INC.,20.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",25.00,13,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
K045,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,13,Running Late
K1409,Heavy Traffic,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,18,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,16,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,18,Running Late
X977,Other,Brooklyn,BR,G.V.C. LTD. (B2192),15.00,11,Running Late
K761,Heavy Traffic,Brooklyn,BR,CAREFUL BUS,20.00,11,Running Late
Q3064,Delayed by School,Queens,QS,PIONEER TRANSPORTATION CO,5.00,13,Running Late
M1080,Heavy Traffic,Manhattan,MA,SNT BUS INC,25.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,14,Running Late
M1153,Heavy Traffic,Manhattan,MA,SNT BUS INC,15.00,20,Running Late
B0419A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,30.00,15,Running Late
B1108A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,15.00,21,Running Late
B1107A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,15.00,15,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,13,Running Late
VNY2,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",15.00,13,Running Late
K177,Late return from Field Trip,Brooklyn,BR,L & M BUS CORP. (B2192),45.00,18,Running Late
Q9048,Late return from Field Trip,Queens,QS,PIONEER TRANSPORTATION CO,20.00,28,Running Late
Q9101,Late return from Field Trip,Queens,QS,PIONEER TRANSPORTATION CO,20.00,30,Running Late
B0903Z,Other,Brooklyn,BR,L & M BUS CORP.,20.00,16,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",5.00,16,Running Late
K246,Mechanical Problem,Brooklyn,BR,L & M BUS CORP. (B2192),10.00,17,Running Late
K080,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,13,Running Late
K133,Other,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,21,Running Late
X2219,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,18,Running Late
K281,Heavy Traffic,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,11,Running Late
X2253,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,43,Running Late
X2170,Other,Brooklyn,BR,"GRANDPA`S BUS CO., INC.",15.00,22,Running Late
K219,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",40.00,13,Running Late
X522,Other,Brooklyn,BR,LITTLE LISA BUS CO. INC.,15.00,11,Running Late
K294,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,12,Running Late
K077,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,13,Running Late
X050,Other,Brooklyn,BR,PIONEER TRANSPORTATION CO,12.00,11,Running Late
K017,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,13,Running Late
K043,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,13,Running Late
K081,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",15.00,15,Running Late
M1124,Heavy Traffic,Manhattan,MA,SNT BUS INC,45.00,11,Running Late
1,Other,Brooklyn,BR,"G.V.C., LTD.",10.00,11,Running Late
K131,Mechanical Problem,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,15,Running Late
K9409,Late return from Field Trip,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,25,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
MN5,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",15.00,11,Running Late
M543,Heavy Traffic,Manhattan,MA,LEESEL TRANSP CORP (B2192,15.00,14,Running Late
Q3030,Heavy Traffic,Queens,QS,PIONEER TRANSPORTATION CO,20.00,20,Running Late
K133,Problem Run,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,21,Running Late
Q154,Heavy Traffic,Queens,QS,L & M BUS CORP. (B2192),20.00,16,Running Late
K293,Heavy Traffic,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,11,Running Late
K1409,Delayed by School,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,44,Running Late
K280,Other,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,15,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,14,Running Late
K1436,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,15.00,13,Running Late
K290,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,13,Running Late
K111,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",20.00,13,Running Late
K294,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,13,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,13,Running Late
K045,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",20.00,13,Running Late
VNY2,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",15.00,12,Running Late
K014,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,13,Running Late
K009,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,13,Running Late
Q3089,Heavy Traffic,Queens,QS,PIONEER TRANSPORTATION CO,15.00,19,Running Late
X349,Heavy Traffic,Brooklyn,BR,CONSOLIDATED BUS TRANS. I,30.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,19,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",31.00,14,Running Late
K110,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,13,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,16,Running Late
K177,Late return from Field Trip,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,18,Running Late
5,Other,Brooklyn,BR,"G.V.C., LTD.",5.00,12,Running Late
Q211,Heavy Traffic,Queens,QS,HOYT TRANSPORTATION CORP.,0.00,11,Running Late
X639,Heavy Traffic,Brooklyn,BR,G.V.C. LTD. (B2192),10.00,11,Running Late
Q109,Heavy Traffic,Queens,QS,"RELIANT TRANS, INC. (B232",10.00,15,Running Late
Q175,Heavy Traffic,Queens,QS,L & M BUS CORP. (B2192),10.00,20,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",16.00,14,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",16.00,16,Running Late
K133,Problem Run,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,21,Running Late
K081,Other,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",10.00,11,Running Late
K290,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,13,Running Late
X2362,Other,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,25,Running Late
K009,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",30.00,15,Running Late
M008,Heavy Traffic,Manhattan,MA,"BORO TRANSIT, INC.",20.00,13,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,16,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,16,Running Late
Q108,Mechanical Problem,Queens,QS,L & M BUS CORP. (B2192),30.00,12,Running Late
K269,Heavy Traffic,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,19,Running Late
K294,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,16,Running Late
X044,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,13.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
X2139,Other,Brooklyn,BR,PIONEER TRANSPORTATION CO,7.00,30,Running Late
X258,Heavy Traffic,Brooklyn,BR,"BORO TRANSIT, INC.",20.00,12,Running Late
K160,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,12,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
X090,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,4.00,11,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,16,Running Late
K189,Heavy Traffic,Brooklyn,BR,JOFAZ TRANSPORTATION INC.,0.00,11,Running Late
K259,Other,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,19,Running Late
K247,Heavy Traffic,Brooklyn,BR,L & M BUS CORP. (B2192),15.00,13,Running Late
K269,Other,Brooklyn,BR,L & M BUS CORP. (B2192),40.00,19,Running Late
K111,Other,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",10.00,12,Running Late
X417,Heavy Traffic,Brooklyn,BR,PRIDE TRANSPORTATION (SCH,10.00,11,Running Late
K293,Delayed by School,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,13,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
K294,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE IN,20.00,17,Running Late
K160,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,11,Running Late
X301,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),15.00,12,Running Late
K065,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,22,Running Late
N581,Heavy Traffic,Nassau County,NAC,"THOMAS BUSES, INC. (B2321",25.00,30,Running Late
K115,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,22,Running Late
K009,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,15,Running Late
Q9937,Late return from Field Trip,Queens,QS,ALLIED TRANSIT CORP.,30.00,25,Running Late
Q9941,Late return from Field Trip,Queens,QS,PIONEER TRANSPORTATION CO,60.00,26,Running Late
3102A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,20.00,15,Running Late
K268,Heavy Traffic,Brooklyn,BR,L & M BUS CORP. (B2192),10.00,18,Running Late
K213,Other,Brooklyn,BR,L & M BUS CORP. (B2192),20.00,24,Running Late
X2241,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,16,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,16,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,14,Running Late
K111,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,13,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
K083,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,14,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",30.00,12,Running Late
10,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",5.00,11,Running Late
Q9937,Late return from Field Trip,Queens,QS,ALLIED TRANSIT CORP.,20.00,35,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,16,Running Late
X2169,Other,Brooklyn,BR,"GRANDPA`S BUS CO., INC.",15.00,12,Running Late
X128,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),30.00,19,Running Late
K009,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,12,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",0.00,13,Running Late
K081,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,17,Running Late
X128,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),25.00,16,Running Late
X183,Other,Brooklyn,BR,"BORO TRANSIT, INC.",30.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,16,Running Late
X2247,Other,Brooklyn,BR,"GRANDPA`S BUS CO., INC.",20.00,22,Running Late
K054,Accident,Brooklyn,BR,ALLIED TRANSIT CORP.,30.00,19,Running Late
Q2654,Heavy Traffic,Queens,QS,QUALITY TRANSPORTATION CO,20.00,12,Running Late
5600Z,Other,Brooklyn,BR,L & M BUS CORP.,15.00,18,Running Late
K280,Other,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,14,Running Late
X2196,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,2.00,15,Running Late
K185,Other,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,14,Running Late
2,Other,Brooklyn,BR,"G.V.C., LTD.",45.00,15,Running Late
K065,Weather Conditions,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,17,Running Late
M009,Heavy Traffic,Manhattan,MA,"BORO TRANSIT, INC.",20.00,15,Running Late
1,Other,Brooklyn,BR,"G.V.C., LTD.",45.00,15,Running Late
X9015,Late return from Field Trip,Brooklyn,BR,LOGAN TRANSPORTATION SYST,40.00,25,Running Late
6,Other,Brooklyn,BR,"G.V.C., LTD.",5.00,13,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,15,Running Late
Q2608,Heavy Traffic,Queens,QS,QUALITY TRANSPORTATION CO,15.00,12,Running Late
B0446A,Mechanical Problem,Brooklyn,BR,L & M BUS CORP.,45.00,14,Running Late
B0224A,Mechanical Problem,Brooklyn,BR,L & M BUS CORP.,30.00,19,Running Late
B0921A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,20.00,19,Running Late
X007,Other,Brooklyn,BR,"BORO TRANSIT, INC.",20.00,12,Running Late
X2362,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,15.00,12,Running Late
X2030,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CORP,0.00,22,Running Late
B0446A,Other,Queens,QS,I & Y TRANSIT CORP,30.00,17,Running Late
K280,Heavy Traffic,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,16,Running Late
Q2948,Heavy Traffic,Queens,QS,ALLIED TRANSIT CORP.,15.00,30,Running Late
B0420A,Other,Queens,QS,I & Y TRANSIT CORP,45.00,15,Running Late
B0981A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,15.00,23,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",45.00,15,Running Late
M1257,Mechanical Problem,Manhattan,MA,SNT BUS INC,30.00,20,Running Late
8,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,16,Running Late
4,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",0.00,12,Running Late
K273,Other,Brooklyn,BR,L & M BUS CORP. (B2192),10.00,19,Running Late
Q185,Won`t Start,Queens,QS,PRIDE TRANSPORTATION (SCH,45.00,12,Running Late
K008,Delayed by School,Brooklyn,BR,EMPIRE CHARTER SERVICE INC,0.00,22,Running Late
X172,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),46.00,12,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,18,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",5.00,17,Running Late
NM1,Heavy Traffic,Brooklyn,BR,"DON THOMAS BUSES, INC.",0.00,15,Running Late
1,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",16.00,13,Running Late
K287,Other,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,11,Running Late
X2359,Other,Brooklyn,BR,PIONEER TRANSPORTATION CO,10.00,12,Running Late
M033,Other,Manhattan,MA,"BORO TRANSIT, INC.",20.00,16,Running Late
K079,Late return from Field Trip,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,15,Running Late
7,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,13,Running Late
B0981A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,20.00,11,Running Late
2,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,11,Running Late
K486,Heavy Traffic,Brooklyn,BR,"RELIANT TRANS, INC. (B2321)",46.00,11,Running Late
K169,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,11,Running Late
X130,Heavy Traffic,Brooklyn,BR,"BORO TRANSIT, INC.",20.00,11,Running Late
Q3037,Other,Queens,QS,PIONEER TRANSPORTATION CO,5.00,18,Running Late
B1108A,Other,Brooklyn,BR,L & M BUS CORP.,15.00,21,Running Late
6,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,14,Running Late
11,Other,Brooklyn,BR,"G.V.C., LTD.",16.00,18,Running Late
K1425,Heavy Traffic,Brooklyn,BR,ALLIED TRANSIT CORP.,20.00,22,Running Late
X001,Other,Brooklyn,BR,"BORO TRANSIT, INC.",20.00,14,Running Late
B0942A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,15.00,12,Running Late
6,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",20.00,11,Running Late
K1512,Other,Brooklyn,BR,ALL AMERICAN SCHOOL BUS C,25.00,33,Running Late
0112A,Other,Brooklyn,BR,L & M BUS CORP.,45.00,12,Running Late
K549,Heavy Traffic,Brooklyn,BR,Y & M TRANSIT CORP (B2192,0.00,12,Running Late
K1554,Other,Brooklyn,BR,ALL AMERICAN SCHOOL BUS C,15.00,22,Running Late
B0449A,Other,Queens,QS,I & Y TRANSIT CORP,45.00,18,Running Late
1,Other,Brooklyn,BR,"G.V.C., LTD.",15.00,11,Running Late
4,Other,Brooklyn,BR,"G.V.C., LTD.",15.00,18,Running Late
B1108A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,30.00,21,Running Late
R-21,Heavy Traffic,Brooklyn,BR,FORTUNA BUS COMPANY,25.00,15,Running Late
M195,Other,Manhattan,MA,"RELIANT TRANS, INC. (B232",25.00,11,Running Late
K111,Other,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",15.00,13,Running Late
K201,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,12,Running Late
Q2969,Other,Queens,QS,PIONEER TRANSPORTATION CO,20.00,11,Running Late
K160,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,14,Running Late
7,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,14,Running Late
K282,Delayed by School,Brooklyn,BR,EMPIRE STATE BUS CORP.,20.00,11,Running Late
Q3064,Other,Queens,QS,PIONEER TRANSPORTATION CO,10.00,12,Running Late
X118,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),15.00,18,Running Late
0102A,Heavy Traffic,Brooklyn,BR,L & M BUS CORP.,15.00,11,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,14,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",10.00,12,Running Late
M1013,Other,Manhattan,MA,SNT BUS INC,15.00,20,Running Late
1,Other,Brooklyn,BR,"G.V.C., LTD.",20.00,16,Running Late
M1450,Other,Manhattan,MA,SNT BUS INC,45.00,22,Running Late
3,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,13,Running Late
X017,Other,Brooklyn,BR,"BORO TRANSIT, INC.",10.00,16,Running Late
5,Heavy Traffic,Brooklyn,BR,"G.V.C., LTD.",15.00,16,Running Late
K011,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",0.00,12,Running Late
M954,Heavy Traffic,Manhattan,MA,"RELIANT TRANS, INC. (B232",15.00,11,Running Late
X293,Late return from Field Trip,Brooklyn,BR,VAN TRANS LLC (B2192),40.00,25,Running Late
K1410,Other,Brooklyn,BR,ALLIED TRANSIT CORP.,30.00,20,Running Late
X154,Mechanical Problem,Brooklyn,BR,VAN TRANS LLC (B2192),20.00,18,Running Late
X2097,Heavy Traffic,Brooklyn,BR,PIONEER TRANSPORTATION CO,3.00,36,Running Late
X118,Heavy Traffic,Brooklyn,BR,VAN TRANS LLC (B2192),15.00,15,Running Late
K041,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",20.00,16,Running Late
6,Other,Brooklyn,BR,"G.V.C., LTD.",15.00,12,Running Late
K009,Heavy Traffic,Brooklyn,BR,"NEW DAWN TRANSIT, LLC (B2",45.00,12,Running Late
